manufacturer,aspiration,body,drive,engine_location,engine_type,fuel_system,horsepower,peak_rpm,city_mpg,highway_mpg,price,fuel,num_doors,num_cylinders
13,0,3,1,0,2,5,184.0,5900.0,14,16,20970.0,0,2,4
18,0,4,1,0,2,0,160.0,5250.0,23,34,13499.0,1,4,4
9,0,2,1,0,0,1,101.0,4150.0,21,25,5572.0,0,2,6
8,0,0,0,0,3,5,92.0,5500.0,38,32,12290.0,1,2,4
13,0,2,1,0,0,1,95.0,5000.0,19,38,11900.0,1,4,4
12,0,3,2,0,2,5,78.0,6000.0,31,34,5151.0,1,4,4
13,1,3,2,0,3,5,145.0,4500.0,17,34,7895.0,1,4,4
13,0,4,2,0,2,5,101.0,5500.0,23,20,13860.0,1,2,4
7,0,4,1,0,4,1,97.0,5500.0,38,25,8558.0,1,4,4
2,0,3,2,0,2,5,52.0,5000.0,37,32,9258.0,1,4,4
19,0,2,0,0,2,5,111.0,5500.0,17,28,9959.0,0,4,4
18,1,3,1,0,2,1,111.0,5200.0,24,32,17199.0,1,2,4
3,0,4,2,0,4,5,73.0,4350.0,38,28,6695.0,1,4,5
9,1,2,2,0,0,6,110.0,4800.0,21,31,13495.0,1,2,5
2,0,2,1,0,5,1,72.0,5200.0,24,29,18150.0,1,2,4
9,1,3,2,0,3,5,86.0,5400.0,17,24,7295.0,1,4,6
8,1,2,1,0,2,1,76.0,5400.0,17,29,28248.0,1,4,4
19,1,4,2,0,2,1,95.0,5500.0,24,28,9538.0,1,2,4
13,1,2,2,0,2,1,76.0,5200.0,21,38,6785.0,1,4,4
18,1,3,2,0,0,5,88.0,4800.0,16,37,15690.0,1,4,4
21,0,2,1,0,2,6,123.0,5200.0,26,24,17450.0,1,4,4
19,0,3,2,0,4,5,85.0,5500.0,19,39,8778.0,1,2,4
8,0,4,1,0,2,1,68.0,4800.0,16,37,7689.0,1,2,4
13,1,2,1,1,3,0,114.0,5500.0,24,28,11595.0,0,4,4
12,0,2,2,1,3,5,114.0,5500.0,15,16,8845.0,1,4,4
0,0,2,2,0,2,5,97.0,5000.0,31,37,13200.0,1,2,12
12,0,3,2,0,2,5,68.0,4500.0,31,27,14869.0,0,2,4
19,1,3,0,0,0,1,102.0,4800.0,33,33,8189.0,1,4,6
20,0,2,1,0,2,1,112.0,5200.0,38,34,8249.0,1,4,5
17,0,2,2,0,2,1,58.0,5100.0,24,37,7898.0,0,2,4
12,1,0,2,0,1,1,123.0,5200.0,17,22,6488.0,1,4,5
11,0,3,2,0,1,3,92.0,4750.0,16,25,17075.0,1,4,6
19,0,3,2,0,3,5,116.0,5500.0,13,30,7295.0,1,2,2
5,0,3,1,0,2,5,95.0,5000.0,24,54,37028.0,0,2,6
7,0,3,1,0,2,1,68.0,5000.0,36,37,15998.0,1,4,4
20,1,0,2,0,2,0,160.0,5900.0,31,32,15580.0,0,4,4
5,0,2,2,0,2,3,86.0,4400.0,17,30,7129.0,1,2,4
20,0,3,1,0,2,5,76.0,6000.0,24,25,7609.0,1,4,4
14,0,3,2,0,2,5,85.0,5300.0,17,24,7295.0,1,2,4
5,0,3,2,0,2,5,160.0,5200.0,27,30,9258.0,1,2,4
19,1,2,1,0,2,1,73.0,4800.0,28,32,10295.0,1,2,2
19,1,3,1,0,2,5,207.0,5200.0,20,38,17199.0,1,4,6
1,0,3,2,0,2,5,68.0,4200.0,27,30,7099.0,1,2,4
19,1,4,2,0,2,5,68.0,5250.0,24,28,18150.0,1,2,8
12,1,3,1,0,4,5,114.0,4800.0,24,22,12170.0,1,4,4
15,0,2,1,0,1,5,92.0,5800.0,30,28,9279.0,1,2,4
21,0,0,1,0,4,5,102.0,5500.0,26,43,22625.0,1,2,4
8,0,2,1,0,2,5,76.0,5250.0,19,37,6095.0,1,4,4
5,0,3,1,0,2,5,100.0,5800.0,17,38,30760.0,0,2,4
12,0,2,2,0,2,6,110.0,5500.0,27,41,15645.0,1,4,4
10,0,4,1,1,2,1,72.0,4200.0,22,28,8358.0,1,4,4
15,0,4,1,0,2,1,102.0,5200.0,15,32,16845.0,1,2,6
5,1,3,2,0,3,0,102.0,6000.0,19,30,22018.0,1,2,4
2,0,2,2,0,3,5,68.0,4500.0,19,22,18280.0,1,2,6
21,0,4,2,0,0,5,110.0,4200.0,31,31,9538.0,1,2,4
11,0,3,2,0,2,1,104.256157635468,5500.0,19,28,13860.0,1,4,4
8,0,3,1,0,2,5,152.0,4800.0,30,30,16630.0,1,2,5
8,0,3,1,0,2,5,145.0,5500.0,28,18,6649.0,1,2,4
19,1,3,1,0,0,1,123.0,5500.0,28,30,32528.0,1,2,4
8,0,3,2,0,2,1,97.0,5500.0,26,24,11845.0,0,2,4
8,0,2,2,0,2,1,110.0,5500.0,23,23,7349.0,1,2,4
7,0,1,1,1,2,5,102.0,5000.0,17,24,21485.0,1,2,4
12,0,3,2,0,2,5,145.0,4500.0,19,20,11259.0,1,2,4
18,0,2,1,0,4,5,92.0,5200.0,27,30,7775.0,1,2,4
5,0,4,2,0,2,3,68.0,5000.0,15,32,18420.0,1,4,6
13,0,1,0,0,3,5,104.256157635468,4800.0,31,25,18344.0,1,4,6
14,0,3,2,0,2,5,68.0,5600.0,23,32,15690.0,1,2,4
13,0,4,2,0,2,5,82.0,4400.0,16,34,7499.0,0,2,8
19,0,2,1,0,2,5,84.0,5500.0,22,30,8495.0,1,4,4
21,0,2,2,0,0,7,114.0,5900.0,17,30,9279.0,1,4,4
4,1,4,2,0,2,5,68.0,5200.0,17,32,17950.0,1,2,4
1,1,3,1,0,4,3,84.0,5000.0,20,30,10795.0,1,4,4
5,0,3,1,0,4,5,82.0,5200.0,38,38,6692.0,1,4,6
19,0,2,1,0,1,5,70.0,4350.0,31,24,18150.0,1,4,4
2,0,3,1,0,2,5,68.0,5250.0,26,30,10698.0,1,2,4
13,0,3,1,0,2,5,82.0,6000.0,23,24,12764.0,1,2,4
7,1,3,2,0,5,5,160.0,5500.0,17,36,5572.0,1,2,4
19,0,2,2,0,5,3,142.0,6000.0,31,30,11048.0,1,4,4
2,0,4,2,0,3,1,114.0,4250.0,27,30,6692.0,1,4,6
5,0,4,0,0,2,1,161.0,5250.0,31,23,11694.0,1,4,4
20,0,3,1,0,2,5,95.0,5200.0,37,29,9279.0,1,4,8
12,0,3,2,0,3,5,62.0,4800.0,31,20,6855.0,1,2,4
12,0,3,1,0,2,1,100.0,5250.0,17,38,9895.0,1,4,4
13,0,2,1,0,1,5,82.0,5400.0,31,28,6479.0,0,2,6
3,1,4,1,0,2,5,116.0,5200.0,27,34,36880.0,1,2,4
18,0,3,1,0,2,5,68.0,5250.0,22,24,5572.0,1,4,6
17,0,1,1,0,2,5,88.0,6000.0,19,27,28248.0,0,2,4
6,1,3,1,0,2,6,68.0,5000.0,19,29,7126.0,1,4,4
20,0,3,2,0,2,6,69.0,4400.0,24,29,10898.0,1,4,4
4,0,2,1,0,2,5,160.0,5000.0,13,29,7499.0,1,4,4
14,0,2,2,0,2,1,112.0,5500.0,31,32,12170.0,1,4,5
4,1,3,1,0,2,1,70.0,5000.0,27,33,15040.0,1,4,4
8,0,2,2,0,3,1,145.0,5000.0,31,25,7738.0,1,4,4
19,1,3,2,0,2,5,111.0,4900.0,19,30,35550.0,1,4,4
14,0,3,1,0,2,5,76.0,5500.0,23,25,10295.0,1,2,4
15,1,4,1,0,1,1,116.0,4800.0,31,33,8921.0,1,4,4
19,0,2,2,0,3,5,62.0,4800.0,30,50,6692.0,1,4,4
2,0,1,2,0,1,1,76.0,5200.0,29,38,8845.0,1,2,4
11,0,0,2,0,3,3,68.0,5000.0,30,25,10898.0,1,4,4
20,1,4,2,0,2,5,68.0,4750.0,23,25,9279.0,1,2,4
1,0,3,2,0,2,5,142.0,4800.0,27,26,8358.0,1,4,4
20,0,2,2,0,2,5,95.0,5200.0,14,29,30760.0,0,4,4
5,0,4,1,0,2,5,161.0,5500.0,16,17,9279.0,1,4,6
3,0,2,1,0,2,5,134.0,5500.0,24,25,17199.0,0,2,4
21,0,3,2,0,2,3,68.0,5800.0,24,50,8949.0,1,2,4
5,0,2,1,0,2,5,110.0,4800.0,24,34,7295.0,1,4,4
21,0,2,1,0,3,5,68.0,4800.0,17,33,10198.0,1,4,6
8,0,2,1,0,2,1,123.0,5200.0,19,33,28248.0,1,4,4
12,0,2,2,0,2,1,68.0,4800.0,19,22,7788.0,1,4,5
20,0,2,1,0,0,5,182.0,5200.0,31,23,9095.0,1,2,4
1,0,3,1,0,2,3,114.0,4200.0,18,37,17950.0,1,2,4
15,0,3,2,0,3,3,145.0,4800.0,35,31,10945.0,1,4,4
4,0,3,2,0,2,5,104.256157635468,4750.0,24,38,6938.0,1,4,4
12,0,2,1,0,3,6,123.0,6600.0,18,29,7295.0,1,4,4
3,0,1,2,0,4,1,95.0,4500.0,27,34,6229.0,1,4,4
2,0,3,2,0,2,5,92.0,4500.0,16,24,16500.0,1,4,4
8,1,3,2,0,2,1,116.0,5000.0,29,23,5151.0,1,4,4
16,0,3,1,0,2,1,55.0,5250.0,26,31,10795.0,1,2,4
12,0,2,1,0,2,3,82.0,5200.0,31,25,19045.0,1,2,4
12,0,2,2,0,4,3,82.0,4800.0,17,34,8948.0,1,4,6
12,0,2,2,0,1,5,160.0,5500.0,31,28,6095.0,1,2,4
15,0,0,2,0,0,5,116.0,5000.0,31,25,8921.0,0,2,4
18,0,2,0,0,2,5,70.0,5000.0,17,38,18150.0,1,4,4
15,0,3,1,0,2,1,92.0,5500.0,37,28,10795.0,1,4,4
13,0,3,1,0,0,1,88.0,4800.0,13,30,19045.0,1,4,4
17,0,3,1,0,2,5,156.0,6000.0,16,38,8195.0,1,2,4
15,0,2,1,0,2,5,62.0,4250.0,18,38,37028.0,1,4,4
1,0,3,1,0,2,6,88.0,5900.0,21,37,35056.0,1,4,6
14,0,0,2,0,2,0,100.0,5200.0,49,46,5399.0,1,2,4
9,0,3,1,0,2,1,111.0,5500.0,17,29,5348.0,1,4,6
12,1,2,1,0,2,1,82.0,5000.0,31,32,11900.0,0,4,4
11,0,3,1,0,2,5,69.0,5400.0,24,41,6649.0,1,4,4
18,0,2,2,0,2,1,78.0,4800.0,24,30,9959.0,0,4,4
19,0,2,1,0,2,0,92.0,5000.0,24,34,9989.0,1,4,4
20,0,2,1,0,2,1,62.0,5400.0,22,30,12945.0,1,4,2
8,0,3,1,0,2,1,82.0,5400.0,26,33,19045.0,1,2,4
14,0,3,1,0,2,1,88.0,4800.0,35,38,7975.0,1,4,4
12,0,2,1,0,1,6,154.0,4800.0,31,32,7609.0,1,2,6
21,0,2,1,0,2,5,161.0,6000.0,31,23,35056.0,1,4,4
21,0,3,1,0,2,1,176.0,4400.0,27,41,6695.0,1,2,4
11,0,3,1,0,0,1,114.0,5000.0,24,30,9959.0,1,2,4
8,0,0,1,0,2,1,62.0,4800.0,17,29,12440.0,1,2,4
12,0,3,2,0,2,5,94.0,5500.0,31,20,17669.0,1,2,6
8,0,3,1,0,2,1,101.0,5200.0,21,30,5195.0,0,2,4
20,0,3,1,0,2,1,161.0,6000.0,19,20,6918.0,0,2,4
19,0,2,2,0,2,1,102.0,5500.0,23,28,32250.0,1,4,4
20,0,4,1,0,0,5,97.0,5000.0,25,37,35056.0,1,4,4
8,0,3,1,0,1,5,152.0,5000.0,15,30,16503.0,1,4,4
19,0,2,1,0,0,5,121.0,5200.0,31,50,18344.0,1,4,4
8,0,3,1,0,2,3,95.0,5400.0,28,30,8495.0,0,2,4
2,1,2,1,0,5,5,142.0,5200.0,24,33,13415.0,0,4,4
18,0,1,1,0,2,0,152.0,4800.0,27,32,24565.0,1,2,4
20,0,3,2,0,2,5,92.0,5000.0,31,39,35056.0,1,2,4
19,0,3,2,0,0,1,68.0,5200.0,24,33,11248.0,1,2,5
19,0,4,1,0,2,1,160.0,4800.0,34,25,16500.0,0,4,4
5,0,3,1,0,2,5,92.0,5500.0,28,34,8845.0,1,4,4
15,0,4,2,0,0,5,123.0,5000.0,19,26,6692.0,1,4,4
7,0,2,1,0,2,5,114.0,5200.0,26,30,9279.0,0,4,4
19,0,3,1,0,0,1,123.0,6000.0,31,32,12629.0,0,2,4
21,0,3,1,0,2,3,70.0,4750.0,19,30,16558.0,0,4,4
15,1,4,1,0,2,3,145.0,5500.0,24,25,9495.0,1,4,4
6,0,3,2,0,2,5,68.0,4800.0,31,30,13200.0,1,2,4
21,0,3,1,0,2,1,60.0,4400.0,38,29,6189.0,1,2,4
8,0,2,1,1,2,0,73.0,5200.0,20,18,6649.0,0,2,4
19,1,2,1,0,2,5,56.0,5800.0,30,34,8921.0,1,2,4
3,0,3,2,0,1,5,114.0,4800.0,21,24,7689.0,1,4,8
5,0,3,2,0,0,5,72.0,5500.0,16,28,7299.0,0,2,4
14,0,4,2,0,3,5,69.0,5800.0,30,38,32528.0,1,4,4
19,0,3,2,0,3,5,64.0,5200.0,19,33,35550.0,1,4,4
12,0,2,1,0,4,5,84.0,5100.0,17,26,7463.0,1,2,4
19,0,3,1,1,2,5,73.0,6000.0,27,24,6229.0,1,4,4
21,0,2,2,0,2,5,92.0,5500.0,27,25,6229.0,1,4,4
2,0,4,2,0,2,5,120.0,4800.0,21,33,12940.0,1,2,4
14,0,1,0,0,2,3,73.0,5500.0,28,25,9960.0,1,4,4
17,1,3,1,0,2,0,134.0,4350.0,19,22,8921.0,1,2,4
6,0,3,1,0,2,3,97.0,5400.0,32,46,6989.0,1,4,4
18,0,2,1,0,1,5,90.0,5200.0,19,29,8449.0,1,4,4
8,0,4,1,0,2,3,62.0,4500.0,21,54,10945.0,1,4,4
11,0,2,1,0,2,1,70.0,5500.0,32,24,16630.0,1,2,4
20,0,2,1,0,2,5,69.0,5500.0,19,32,6938.0,1,2,5
19,0,3,2,0,4,5,69.0,5500.0,19,53,9989.0,0,4,6
16,0,3,1,0,2,0,207.0,4750.0,24,29,5151.0,1,2,4
16,0,0,2,0,3,1,145.0,5200.0,16,32,6795.0,1,4,4
8,1,1,1,0,2,5,111.0,5400.0,31,28,6095.0,0,2,4
2,0,2,2,0,2,5,116.0,5500.0,19,32,6695.0,1,2,6
16,0,2,1,0,2,5,156.0,5000.0,31,30,30760.0,1,4,4
14,0,3,2,0,2,5,56.0,4800.0,37,47,16430.0,1,4,6
20,0,3,1,0,2,1,114.0,5250.0,19,33,7898.0,1,2,4
8,1,3,2,0,1,5,120.0,5500.0,21,46,15040.0,1,4,4
4,0,2,1,0,2,1,156.0,5000.0,22,30,6918.0,1,4,4
18,1,3,2,1,2,5,73.0,5000.0,23,30,7198.0,1,2,4
18,0,2,1,0,2,5,69.0,5000.0,21,42,10245.0,1,2,4
12,0,3,1,0,2,5,116.0,5000.0,27,30,18280.0,0,4,6
18,0,2,1,0,0,5,88.0,4200.0,24,28,34184.0,1,4,4
19,0,3,2,0,3,5,68.0,4500.0,26,36,9980.0,1,2,4
19,0,3,1,0,2,5,116.0,5000.0,28,32,9279.0,1,2,4
17,0,3,2,0,2,5,114.0,5800.0,22,34,7499.0,1,2,6
5,0,2,1,0,2,3,161.0,5200.0,21,38,9959.0,0,2,4
12,0,4,2,0,2,5,160.0,5200.0,31,33,9639.0,1,4,4
14,0,4,1,0,5,1,90.0,5500.0,37,24,6229.0,1,4,4
9,1,4,2,0,1,5,143.0,4800.0,37,18,6785.0,1,4,4
1,0,4,2,0,4,5,111.0,5500.0,31,25,16925.0,1,4,4
19,0,2,2,0,2,1,121.0,5000.0,26,37,8358.0,0,4,4
12,0,3,1,0,2,3,68.0,4800.0,25,32,7957.0,1,4,4
19,1,3,2,0,2,5,92.0,5500.0,19,37,18344.0,1,4,4
17,0,3,1,0,2,1,207.0,5800.0,24,25,31600.0,1,4,4
14,0,3,2,0,1,3,88.0,5000.0,25,38,10295.0,1,2,4
20,0,3,1,0,1,1,70.0,4800.0,26,25,35056.0,1,2,4
8,0,3,2,0,2,3,85.0,5125.369458128079,18,38,11850.0,1,4,6
19,1,4,1,0,2,3,86.0,4150.0,18,28,7349.0,1,2,4
9,0,3,1,0,3,6,145.0,4800.0,31,38,6229.0,1,4,6
17,0,1,2,0,2,5,176.0,5200.0,17,37,19699.0,1,4,4
19,0,2,1,0,2,5,68.0,5200.0,28,19,11845.0,1,4,5
4,0,4,1,0,3,1,86.0,5400.0,23,29,8449.0,1,4,4
17,0,3,1,0,2,1,62.0,4800.0,37,29,9988.0,1,4,4
1,0,2,1,0,2,5,69.0,5900.0,26,20,7975.0,1,2,6
16,0,2,1,0,3,1,110.0,4650.0,21,30,9895.0,1,4,4
13,0,2,1,0,2,1,101.0,4750.0,17,23,8948.0,1,4,4
14,0,0,1,0,3,0,101.0,5900.0,19,25,8189.0,1,4,4
12,0,3,2,0,4,1,142.0,5500.0,38,29,18150.0,1,2,4
2,0,4,2,0,1,5,70.0,5500.0,31,42,8495.0,1,2,4
8,0,2,2,0,2,5,200.0,4800.0,17,33,5195.0,1,4,4
19,0,4,2,0,2,1,92.0,5125.369458128079,19,28,14869.0,1,4,4
3,1,2,1,0,1,6,100.0,5500.0,31,38,7995.0,1,4,4
13,0,4,1,0,2,5,68.0,5200.0,28,46,7349.0,1,4,4
19,1,3,0,0,5,3,110.0,5100.0,31,42,9960.0,1,4,4
9,1,3,1,0,1,1,176.0,4650.0,30,22,16845.0,1,2,6
5,0,3,1,0,2,6,69.0,6000.0,23,24,6849.0,1,2,4
12,0,2,2,0,2,3,73.0,5100.0,30,30,12945.0,1,4,4
8,0,2,1,0,3,0,68.0,4800.0,30,16,18150.0,1,2,4
5,0,3,1,0,2,5,92.0,5000.0,24,32,7975.0,1,4,4
19,0,2,1,0,2,5,60.0,4800.0,47,25,6795.0,1,2,4
13,1,3,0,0,4,5,115.0,6600.0,23,24,35550.0,1,4,4
2,0,3,1,0,4,1,52.0,5100.0,19,34,16695.0,1,2,4
7,0,3,1,0,5,6,156.0,4200.0,31,28,18950.0,1,2,4
9,0,0,1,0,2,5,114.0,4800.0,38,37,37028.0,1,4,4
15,0,2,1,0,2,1,73.0,5600.0,31,30,7609.0,0,4,4
11,0,3,1,0,3,3,69.0,4800.0,24,25,10245.0,1,4,4
19,0,3,2,0,0,1,68.0,5000.0,25,23,6095.0,1,4,5
5,0,3,0,0,2,3,114.0,5800.0,24,27,16500.0,1,4,4
3,0,2,2,0,0,6,160.0,5000.0,24,38,16925.0,1,4,2
4,0,3,2,0,2,1,76.0,5250.0,19,27,8238.0,1,2,4
5,1,2,1,0,2,1,62.0,5000.0,27,29,6938.0,1,2,4
4,0,2,1,0,2,5,62.0,5000.0,31,53,6338.0,1,4,4
13,1,0,2,0,2,3,115.0,5500.0,27,29,5389.0,1,4,4
2,0,2,1,0,0,5,101.0,4800.0,31,46,16695.0,1,4,4
8,0,2,2,0,2,6,110.0,5500.0,31,25,9279.0,1,2,5
19,0,0,1,0,2,1,97.0,5500.0,21,32,16695.0,1,4,12
9,0,1,2,0,2,1,142.0,5200.0,14,31,5499.0,1,2,4
11,0,1,1,0,2,7,116.0,5500.0,30,43,7349.0,1,2,4
5,0,2,0,0,2,5,48.0,5000.0,24,32,34184.0,1,4,4
17,0,3,1,0,4,5,111.0,4200.0,24,37,6488.0,1,2,6
3,1,2,1,0,5,1,68.0,5250.0,27,25,7957.0,1,4,6
19,0,4,0,0,4,3,62.0,5500.0,19,38,6479.0,1,2,4
5,0,2,2,0,2,1,143.0,5200.0,19,30,11248.0,0,4,4
18,0,2,1,0,2,1,69.0,5100.0,49,29,7609.0,1,2,4
19,1,2,1,0,2,5,76.0,5400.0,31,28,9279.0,1,4,4
9,0,3,2,0,2,1,145.0,5400.0,23,34,28248.0,1,4,4
11,0,3,1,0,1,6,68.0,5500.0,26,33,5572.0,0,2,4
20,1,3,2,0,2,1,90.0,5100.0,19,38,10345.0,1,4,6
19,0,3,1,0,2,1,90.0,5500.0,30,30,7609.0,1,2,4
10,0,3,1,0,2,5,160.0,4800.0,19,32,9495.0,1,4,6
13,0,2,2,0,2,1,84.0,5250.0,29,16,9298.0,1,4,4
18,0,0,1,0,2,1,82.0,5800.0,26,50,8778.0,1,4,4
18,1,2,2,0,2,1,110.0,4150.0,24,31,9258.0,0,4,4
4,0,3,1,0,2,5,88.0,5000.0,20,31,7957.0,1,2,4
21,0,3,1,0,2,5,68.0,5800.0,38,30,15645.0,1,2,4
4,0,3,2,0,2,5,88.0,4500.0,31,29,16925.0,1,2,4
12,0,2,1,0,2,5,200.0,4800.0,20,31,7126.0,1,4,4
2,0,1,1,0,3,0,114.0,5000.0,17,31,11048.0,1,4,4
17,0,2,2,0,4,1,68.0,5000.0,26,25,15750.0,0,4,4
15,1,3,1,0,2,5,115.0,5500.0,30,17,11245.0,1,4,4
2,0,4,1,0,2,5,82.0,4800.0,25,30,24565.0,1,4,6
6,0,2,1,0,2,5,110.0,5500.0,19,22,6785.0,1,2,6
20,0,3,1,0,2,1,85.0,5500.0,26,38,11048.0,1,2,4
3,0,2,2,0,2,1,84.0,6000.0,37,25,36000.0,1,4,4
9,0,3,1,0,2,5,176.0,5200.0,31,24,12170.0,1,4,4
1,0,4,1,0,3,1,78.0,5500.0,18,38,13645.0,1,2,4
8,0,4,1,0,2,0,84.0,4800.0,16,24,18399.0,1,4,4
2,0,3,1,0,2,1,60.0,4800.0,21,24,9258.0,1,2,4
20,0,2,1,0,2,5,72.0,5000.0,24,33,16900.0,1,2,4
14,0,3,1,0,1,5,86.0,5900.0,19,38,5499.0,1,2,4
8,0,3,1,0,2,5,104.256157635468,4800.0,28,28,7463.0,1,4,4
12,1,3,1,0,3,5,92.0,5500.0,31,38,31600.0,1,2,4
21,0,3,1,0,2,5,116.0,4500.0,21,34,8845.0,1,4,4
19,0,0,1,0,2,1,200.0,5500.0,21,38,13860.0,1,4,6
21,0,2,2,0,2,1,114.0,4750.0,24,32,16630.0,1,2,5
11,1,2,2,0,2,0,104.256157635468,4800.0,47,33,6229.0,1,4,4
2,0,4,1,0,2,3,56.0,4800.0,34,25,18620.0,1,4,4
12,0,3,1,0,2,5,68.0,5500.0,31,24,35056.0,1,2,4
3,0,3,2,0,2,1,84.0,5800.0,28,28,14399.0,1,4,2
21,0,3,1,0,3,1,101.0,5000.0,23,39,12964.0,1,4,4
20,0,3,2,0,2,5,101.0,6000.0,25,25,28248.0,1,2,4
2,0,2,1,1,2,6,68.0,5000.0,26,22,8949.0,1,2,4
9,0,3,1,0,2,1,69.0,5200.0,31,28,20970.0,1,2,4
19,0,3,1,0,1,1,110.0,4800.0,31,28,8845.0,1,2,4
18,0,3,0,0,0,3,82.0,4650.0,18,34,7126.0,1,2,4
18,0,4,1,0,2,5,110.0,4800.0,23,32,9960.0,1,4,4
11,0,3,1,0,4,1,102.0,5500.0,38,24,19699.0,1,4,2
19,1,3,1,0,2,5,161.0,5900.0,22,29,24565.0,0,4,4
8,0,3,2,0,2,1,84.0,5300.0,13,25,12170.0,1,4,6
21,1,4,1,0,2,3,95.0,4800.0,19,37,10698.0,1,4,4
8,0,3,1,0,2,1,90.0,4750.0,27,32,13860.0,1,4,4
5,0,4,1,0,4,7,97.0,5000.0,31,25,7295.0,0,2,4
18,1,0,1,0,3,1,110.0,4800.0,28,24,7295.0,1,2,6
17,0,3,1,0,3,1,76.0,5800.0,17,43,11850.0,1,4,4
5,0,1,2,0,2,5,73.0,4800.0,29,23,12940.0,1,4,4
18,0,2,1,0,1,3,112.0,4800.0,20,38,8845.0,1,4,4
7,0,2,2,0,2,6,48.0,5500.0,26,23,12940.0,1,4,4
3,0,3,1,0,2,5,68.0,5400.0,19,39,7499.0,1,4,4
10,1,2,0,0,2,5,68.0,5000.0,31,30,6189.0,1,4,4
11,0,3,1,0,2,1,62.0,5200.0,31,24,40960.0,1,2,4
19,0,2,2,0,2,1,145.0,4150.0,19,30,7499.0,0,2,4
5,0,2,1,0,3,1,70.0,4800.0,36,25,11245.0,1,4,4
12,0,2,1,0,2,5,162.0,4800.0,27,28,24565.0,1,2,4
9,1,4,1,0,2,5,68.0,5800.0,23,25,15998.0,1,2,4
13,0,3,1,0,2,5,176.0,5000.0,25,31,17950.0,0,4,4
19,0,3,1,0,2,5,68.0,6000.0,19,25,6785.0,1,4,4
18,0,3,2,0,2,1,111.0,4800.0,24,37,10898.0,1,2,4
15,1,3,1,0,2,5,88.0,5500.0,24,30,8058.0,1,2,4
19,1,2,2,0,2,1,116.0,5800.0,27,32,15998.0,1,4,4
9,0,3,2,0,2,6,95.0,5500.0,19,38,16503.0,1,2,4
7,0,4,1,0,2,5,182.0,5500.0,30,30,34028.0,1,4,6
13,0,3,0,0,2,5,48.0,4800.0,19,24,16925.0,1,4,4
19,0,4,2,0,2,5,85.0,5200.0,20,23,11595.0,1,2,4
11,0,3,1,0,5,5,84.0,5300.0,19,30,6189.0,1,4,4
4,0,2,0,0,2,5,88.0,5500.0,31,25,6529.0,1,4,4
5,0,2,1,0,1,3,76.0,5200.0,23,29,7395.0,1,4,4
5,0,3,2,0,2,1,78.0,6600.0,36,37,7775.0,1,2,2
19,0,2,1,0,2,1,68.0,5200.0,31,32,8449.0,1,2,4
4,0,3,1,0,2,1,72.0,5000.0,19,25,17075.0,1,4,4
18,0,3,1,0,2,1,123.0,4200.0,38,27,18280.0,1,4,4
8,0,3,1,0,3,1,73.0,4150.0,27,46,18920.0,1,2,6
6,0,3,1,0,2,5,155.0,4150.0,17,25,10595.0,1,2,4
18,1,2,2,0,2,5,92.0,5400.0,24,42,13295.0,1,2,5
19,0,3,1,0,5,6,68.0,5400.0,27,22,6795.0,1,4,2
11,0,0,1,0,0,6,68.0,5000.0,37,28,23875.0,1,4,6
18,1,3,1,0,5,3,110.0,5000.0,19,34,7463.0,1,2,8
21,1,3,2,0,2,5,184.0,5200.0,20,41,5118.0,0,4,4
12,0,2,2,0,2,5,200.0,4350.0,24,30,6189.0,0,4,4
9,1,3,1,0,3,5,175.0,5250.0,31,25,6529.0,1,4,4
11,1,4,1,0,2,0,68.0,6000.0,24,37,15250.0,1,2,4
21,0,2,1,0,0,3,123.0,5500.0,16,38,9538.0,1,4,6
8,0,3,1,0,2,5,145.0,4800.0,24,28,10945.0,1,4,4
9,0,4,2,0,0,1,62.0,4800.0,31,30,7395.0,1,4,4
7,0,2,2,0,5,5,88.0,4800.0,29,33,11549.0,1,4,4
18,1,3,1,0,2,1,82.0,4800.0,25,38,9988.0,1,2,4
8,0,2,2,0,4,5,64.0,5500.0,37,29,17669.0,0,4,4
1,0,3,1,0,2,3,97.0,5125.369458128079,26,25,8195.0,1,4,4
1,0,0,1,0,2,5,84.0,5900.0,24,46,7689.0,1,4,4
12,0,4,1,0,2,5,73.0,4800.0,23,37,9298.0,0,2,4
11,0,3,1,0,0,3,68.0,5500.0,24,30,5572.0,1,4,6
18,0,4,1,0,2,1,90.0,5500.0,31,28,32528.0,1,4,4
8,0,2,2,0,4,7,110.0,4800.0,31,34,11245.0,1,4,4
19,0,3,1,0,0,3,110.0,5800.0,30,38,7957.0,0,2,4
13,0,3,2,0,0,3,92.0,5000.0,22,24,16430.0,1,4,4
13,0,2,1,0,2,5,121.0,4800.0,31,28,15580.0,1,2,4
8,0,2,2,0,2,5,160.0,4150.0,31,30,6338.0,0,4,4
13,0,1,1,0,0,3,69.0,5000.0,16,24,6649.0,1,2,4
3,0,3,2,0,2,5,62.0,4800.0,26,30,6575.0,1,2,4
21,0,2,1,0,2,0,110.0,4350.0,19,30,11248.0,1,4,4
4,0,3,2,0,3,5,60.0,5500.0,19,31,16925.0,1,2,4
20,0,2,2,0,2,1,69.0,5200.0,14,29,14869.0,1,4,4
20,0,3,2,0,5,3,97.0,5400.0,26,34,12945.0,1,4,4
17,0,3,1,0,2,1,100.0,4500.0,26,37,14399.0,1,4,4
