manufacturer,aspiration,doors,body,drive,engine_location,engine_type,cylinders,fuel_system,horsepower,peak_rpm,city_mpg,highway_mpg,price,diesel,gas
mitsubishi,std,four,sedan,rwd,front,l,six,idi,92.0,4750.0,16,25,17075.0,0,1
toyota,std,two,sedan,rwd,front,ohcf,two,mpfi,116.0,5500.0,13,30,7295.0,0,1
honda,std,two,sedan,fwd,front,ohc,six,mpfi,95.0,5000.0,24,54,37028.0,1,0
jaguar,std,four,sedan,fwd,front,ohc,four,2bbl,68.0,5000.0,36,37,15998.0,0,1
volkswagen,turbo,four,convertible,rwd,front,ohc,four,1bbl,160.0,5900.0,31,32,15580.0,1,0
honda,std,two,hatchback,rwd,front,ohc,four,idi,86.0,4400.0,17,30,7129.0,0,1
volkswagen,std,four,sedan,fwd,front,ohc,four,mpfi,76.0,6000.0,24,25,7609.0,0,1
plymouth,std,two,sedan,rwd,front,ohc,four,mpfi,85.0,5300.0,17,24,7295.0,0,1
honda,std,two,sedan,rwd,front,ohc,four,mpfi,160.0,5200.0,27,30,9258.0,0,1
toyota,turbo,two,hatchback,fwd,front,ohc,two,2bbl,73.0,4800.0,28,32,10295.0,0,1
toyota,turbo,four,sedan,fwd,front,ohc,six,mpfi,207.0,5200.0,20,38,17199.0,0,1
audi,std,two,sedan,rwd,front,ohc,four,mpfi,68.0,4200.0,27,30,7099.0,0,1
toyota,turbo,two,wagon,rwd,front,ohc,eight,mpfi,68.0,5250.0,24,28,18150.0,0,1
nissan,turbo,four,sedan,fwd,front,ohcv,four,mpfi,114.0,4800.0,24,22,12170.0,0,1
porsche,std,two,hatchback,fwd,front,l,four,mpfi,92.0,5800.0,30,28,9279.0,0,1
volvo,std,two,convertible,fwd,front,ohcv,four,mpfi,102.0,5500.0,26,43,22625.0,0,1
mazda,std,four,hatchback,fwd,front,ohc,four,mpfi,76.0,5250.0,19,37,6095.0,0,1
honda,std,two,sedan,fwd,front,ohc,four,mpfi,100.0,5800.0,17,38,30760.0,1,0
nissan,std,four,hatchback,rwd,front,ohc,four,spdi,110.0,5500.0,27,41,15645.0,0,1
mercury,std,four,wagon,fwd,rear,ohc,four,2bbl,72.0,4200.0,22,28,8358.0,0,1
porsche,std,two,wagon,fwd,front,ohc,six,2bbl,102.0,5200.0,15,32,16845.0,0,1
honda,turbo,two,sedan,rwd,front,ohcf,four,1bbl,102.0,6000.0,19,30,22018.0,0,1
bmw,std,two,hatchback,rwd,front,ohcf,six,mpfi,68.0,4500.0,19,22,18280.0,0,1
volvo,std,two,wagon,rwd,front,dohc,four,mpfi,110.0,4200.0,31,31,9538.0,0,1
mitsubishi,std,four,sedan,rwd,front,ohc,four,2bbl,104.256157635468,5500.0,19,28,13860.0,0,1
mazda,std,two,sedan,fwd,front,ohc,five,mpfi,152.0,4800.0,30,30,16630.0,0,1
mazda,std,two,sedan,fwd,front,ohc,four,mpfi,145.0,5500.0,28,18,6649.0,0,1
toyota,turbo,two,sedan,fwd,front,dohc,four,2bbl,123.0,5500.0,28,30,32528.0,0,1
mazda,std,two,sedan,rwd,front,ohc,four,2bbl,97.0,5500.0,26,24,11845.0,1,0
mazda,std,two,hatchback,rwd,front,ohc,three,2bbl,110.0,5500.0,23,23,7349.0,0,1
jaguar,std,two,hardtop,fwd,rear,ohc,four,mpfi,102.0,5000.0,17,24,21485.0,0,1
nissan,std,two,sedan,rwd,front,ohc,four,mpfi,145.0,4500.0,19,20,11259.0,0,1
subaru,std,two,hatchback,fwd,front,ohcv,four,mpfi,92.0,5200.0,27,30,7775.0,0,1
honda,std,four,wagon,rwd,front,ohc,six,idi,68.0,5000.0,15,32,18420.0,0,1
peugot,std,four,hardtop,4wd,front,ohcf,six,mpfi,104.256157635468,4800.0,31,25,18344.0,0,1
plymouth,std,two,sedan,rwd,front,ohc,four,mpfi,68.0,5600.0,23,32,15690.0,0,1
peugot,std,two,wagon,rwd,front,ohc,eight,mpfi,82.0,4400.0,16,34,7499.0,1,0
toyota,std,four,hatchback,fwd,front,ohc,four,mpfi,84.0,5500.0,22,30,8495.0,0,1
volvo,std,four,hatchback,rwd,front,dohc,four,spfi,114.0,5900.0,17,30,9279.0,0,1
dodge,turbo,two,wagon,rwd,front,ohc,four,mpfi,68.0,5200.0,17,32,17950.0,0,1
audi,turbo,four,sedan,fwd,front,ohcv,four,idi,84.0,5000.0,20,30,10795.0,0,1
honda,std,four,sedan,fwd,front,ohcv,six,mpfi,82.0,5200.0,38,38,6692.0,0,1
toyota,std,four,hatchback,fwd,front,l,four,mpfi,70.0,4350.0,31,24,18150.0,0,1
bmw,std,two,sedan,fwd,front,ohc,four,mpfi,68.0,5250.0,26,30,10698.0,0,1
peugot,std,two,sedan,fwd,front,ohc,four,mpfi,82.0,6000.0,23,24,12764.0,0,1
jaguar,turbo,two,sedan,rwd,front,rotor,four,mpfi,160.0,5500.0,17,36,5572.0,0,1
toyota,std,four,hatchback,rwd,front,rotor,four,idi,142.0,6000.0,31,30,11048.0,0,1
bmw,std,four,wagon,rwd,front,ohcf,six,2bbl,114.0,4250.0,27,30,6692.0,0,1
honda,std,four,wagon,4wd,front,ohc,four,2bbl,161.0,5250.0,31,23,11694.0,0,1
volkswagen,std,four,sedan,fwd,front,ohc,eight,mpfi,95.0,5200.0,37,29,9279.0,0,1
nissan,std,two,sedan,rwd,front,ohcf,four,mpfi,62.0,4800.0,31,20,6855.0,0,1
nissan,std,four,sedan,fwd,front,ohc,four,2bbl,100.0,5250.0,17,38,9895.0,0,1
peugot,std,two,hatchback,fwd,front,l,six,mpfi,82.0,5400.0,31,28,6479.0,1,0
chevrolet,turbo,two,wagon,fwd,front,ohc,four,mpfi,116.0,5200.0,27,34,36880.0,0,1
subaru,std,four,sedan,fwd,front,ohc,six,mpfi,68.0,5250.0,22,24,5572.0,0,1
saab,std,two,hardtop,fwd,front,ohc,four,mpfi,88.0,6000.0,19,27,28248.0,1,0
isuzu,turbo,four,sedan,fwd,front,ohc,four,spdi,68.0,5000.0,19,29,7126.0,0,1
volkswagen,std,four,sedan,rwd,front,ohc,four,spdi,69.0,4400.0,24,29,10898.0,0,1
dodge,std,four,hatchback,fwd,front,ohc,four,mpfi,160.0,5000.0,13,29,7499.0,0,1
plymouth,std,four,hatchback,rwd,front,ohc,five,2bbl,112.0,5500.0,31,32,12170.0,0,1
dodge,turbo,four,sedan,fwd,front,ohc,four,2bbl,70.0,5000.0,27,33,15040.0,0,1
mazda,std,four,hatchback,rwd,front,ohcf,four,2bbl,145.0,5000.0,31,25,7738.0,0,1
toyota,turbo,four,sedan,rwd,front,ohc,four,mpfi,111.0,4900.0,19,30,35550.0,0,1
plymouth,std,two,sedan,fwd,front,ohc,four,mpfi,76.0,5500.0,23,25,10295.0,0,1
porsche,turbo,four,wagon,fwd,front,l,four,2bbl,116.0,4800.0,31,33,8921.0,0,1
toyota,std,four,hatchback,rwd,front,ohcf,four,mpfi,62.0,4800.0,30,50,6692.0,0,1
bmw,std,two,hardtop,rwd,front,l,four,2bbl,76.0,5200.0,29,38,8845.0,0,1
mitsubishi,std,four,convertible,rwd,front,ohcf,four,idi,68.0,5000.0,30,25,10898.0,0,1
volkswagen,turbo,two,wagon,rwd,front,ohc,four,mpfi,68.0,4750.0,23,25,9279.0,0,1
audi,std,four,sedan,rwd,front,ohc,four,mpfi,142.0,4800.0,27,26,8358.0,0,1
volkswagen,std,four,hatchback,rwd,front,ohc,four,mpfi,95.0,5200.0,14,29,30760.0,1,0
honda,std,four,wagon,fwd,front,ohc,six,mpfi,161.0,5500.0,16,17,9279.0,0,1
chevrolet,std,two,hatchback,fwd,front,ohc,four,mpfi,134.0,5500.0,24,25,17199.0,1,0
volvo,std,two,sedan,rwd,front,ohc,four,idi,68.0,5800.0,24,50,8949.0,0,1
honda,std,four,hatchback,fwd,front,ohc,four,mpfi,110.0,4800.0,24,34,7295.0,0,1
volvo,std,four,hatchback,fwd,front,ohcf,six,mpfi,68.0,4800.0,17,33,10198.0,0,1
mazda,std,four,hatchback,fwd,front,ohc,four,2bbl,123.0,5200.0,19,33,28248.0,0,1
nissan,std,four,hatchback,rwd,front,ohc,five,2bbl,68.0,4800.0,19,22,7788.0,0,1
volkswagen,std,two,hatchback,fwd,front,dohc,four,mpfi,182.0,5200.0,31,23,9095.0,0,1
audi,std,two,sedan,fwd,front,ohc,four,idi,114.0,4200.0,18,37,17950.0,0,1
porsche,std,four,sedan,rwd,front,ohcf,four,idi,145.0,4800.0,35,31,10945.0,0,1
dodge,std,four,sedan,rwd,front,ohc,four,mpfi,104.256157635468,4750.0,24,38,6938.0,0,1
nissan,std,four,hatchback,fwd,front,ohcf,four,spdi,123.0,6600.0,18,29,7295.0,0,1
chevrolet,std,four,hardtop,rwd,front,ohcv,four,2bbl,95.0,4500.0,27,34,6229.0,0,1
bmw,std,four,sedan,rwd,front,ohc,four,mpfi,92.0,4500.0,16,24,16500.0,0,1
mazda,turbo,four,sedan,rwd,front,ohc,three,2bbl,116.0,5000.0,29,23,5151.0,0,1
renault,std,two,sedan,fwd,front,ohc,four,2bbl,55.0,5250.0,26,31,10795.0,0,1
nissan,std,two,hatchback,fwd,front,ohc,four,idi,82.0,5200.0,31,25,19045.0,0,1
nissan,std,four,hatchback,rwd,front,ohcv,six,idi,82.0,4800.0,17,34,8948.0,0,1
nissan,std,two,hatchback,rwd,front,l,four,mpfi,160.0,5500.0,31,28,6095.0,0,1
porsche,std,two,convertible,rwd,front,dohc,four,mpfi,116.0,5000.0,31,25,8921.0,1,0
subaru,std,four,hatchback,4wd,front,ohc,four,mpfi,70.0,5000.0,17,38,18150.0,0,1
porsche,std,four,sedan,fwd,front,ohc,four,2bbl,92.0,5500.0,37,28,10795.0,0,1
peugot,std,four,sedan,fwd,front,dohc,four,2bbl,88.0,4800.0,13,30,19045.0,0,1
saab,std,two,sedan,fwd,front,ohc,four,mpfi,156.0,6000.0,16,38,8195.0,0,1
porsche,std,four,hatchback,fwd,front,ohc,four,mpfi,62.0,4250.0,18,38,37028.0,0,1
audi,std,four,sedan,fwd,front,ohc,six,spdi,88.0,5900.0,21,37,35056.0,0,1
plymouth,std,two,convertible,rwd,front,ohc,four,1bbl,100.0,5200.0,49,46,5399.0,0,1
mercedes-benz,std,four,sedan,fwd,front,ohc,six,2bbl,111.0,5500.0,17,29,5348.0,0,1
nissan,turbo,four,hatchback,fwd,front,ohc,four,2bbl,82.0,5000.0,31,32,11900.0,1,0
mitsubishi,std,four,sedan,fwd,front,ohc,four,mpfi,69.0,5400.0,24,41,6649.0,0,1
subaru,std,four,hatchback,rwd,front,ohc,four,2bbl,78.0,4800.0,24,30,9959.0,1,0
toyota,std,four,hatchback,fwd,front,ohc,four,1bbl,92.0,5000.0,24,34,9989.0,0,1
volkswagen,std,four,hatchback,fwd,front,ohc,two,2bbl,62.0,5400.0,22,30,12945.0,0,1
mazda,std,two,sedan,fwd,front,ohc,four,2bbl,82.0,5400.0,26,33,19045.0,0,1
plymouth,std,four,sedan,fwd,front,ohc,four,2bbl,88.0,4800.0,35,38,7975.0,0,1
nissan,std,two,hatchback,fwd,front,l,six,spdi,154.0,4800.0,31,32,7609.0,0,1
volvo,std,four,hatchback,fwd,front,ohc,four,mpfi,161.0,6000.0,31,23,35056.0,0,1
volvo,std,two,sedan,fwd,front,ohc,four,2bbl,176.0,4400.0,27,41,6695.0,0,1
mitsubishi,std,two,sedan,fwd,front,dohc,four,2bbl,114.0,5000.0,24,30,9959.0,0,1
mazda,std,two,convertible,fwd,front,ohc,four,2bbl,62.0,4800.0,17,29,12440.0,0,1
nissan,std,two,sedan,rwd,front,ohc,six,mpfi,94.0,5500.0,31,20,17669.0,0,1
mazda,std,two,sedan,fwd,front,ohc,four,2bbl,101.0,5200.0,21,30,5195.0,1,0
volkswagen,std,two,sedan,fwd,front,ohc,four,2bbl,161.0,6000.0,19,20,6918.0,1,0
toyota,std,four,hatchback,rwd,front,ohc,four,2bbl,102.0,5500.0,23,28,32250.0,0,1
volkswagen,std,four,wagon,fwd,front,dohc,four,mpfi,97.0,5000.0,25,37,35056.0,0,1
mazda,std,four,sedan,fwd,front,l,four,mpfi,152.0,5000.0,15,30,16503.0,0,1
toyota,std,four,hatchback,fwd,front,dohc,four,mpfi,121.0,5200.0,31,50,18344.0,0,1
mazda,std,two,sedan,fwd,front,ohc,four,idi,95.0,5400.0,28,30,8495.0,1,0
bmw,turbo,four,hatchback,fwd,front,rotor,four,mpfi,142.0,5200.0,24,33,13415.0,1,0
subaru,std,two,hardtop,fwd,front,ohc,four,1bbl,152.0,4800.0,27,32,24565.0,0,1
volkswagen,std,two,sedan,rwd,front,ohc,four,mpfi,92.0,5000.0,31,39,35056.0,0,1
toyota,std,two,sedan,rwd,front,dohc,five,2bbl,68.0,5200.0,24,33,11248.0,0,1
toyota,std,four,wagon,fwd,front,ohc,four,2bbl,160.0,4800.0,34,25,16500.0,1,0
honda,std,four,sedan,fwd,front,ohc,four,mpfi,92.0,5500.0,28,34,8845.0,0,1
porsche,std,four,wagon,rwd,front,dohc,four,mpfi,123.0,5000.0,19,26,6692.0,0,1
jaguar,std,four,hatchback,fwd,front,ohc,four,mpfi,114.0,5200.0,26,30,9279.0,1,0
toyota,std,two,sedan,fwd,front,dohc,four,2bbl,123.0,6000.0,31,32,12629.0,1,0
volvo,std,four,sedan,fwd,front,ohc,four,idi,70.0,4750.0,19,30,16558.0,1,0
porsche,turbo,four,wagon,fwd,front,ohc,four,idi,145.0,5500.0,24,25,9495.0,0,1
isuzu,std,two,sedan,rwd,front,ohc,four,mpfi,68.0,4800.0,31,30,13200.0,0,1
volvo,std,two,sedan,fwd,front,ohc,four,2bbl,60.0,4400.0,38,29,6189.0,0,1
mazda,std,two,hatchback,fwd,rear,ohc,four,1bbl,73.0,5200.0,20,18,6649.0,1,0
toyota,turbo,two,hatchback,fwd,front,ohc,four,mpfi,56.0,5800.0,30,34,8921.0,0,1
chevrolet,std,four,sedan,rwd,front,l,eight,mpfi,114.0,4800.0,21,24,7689.0,0,1
honda,std,two,sedan,rwd,front,dohc,four,mpfi,72.0,5500.0,16,28,7299.0,1,0
plymouth,std,four,wagon,rwd,front,ohcf,four,mpfi,69.0,5800.0,30,38,32528.0,0,1
toyota,std,four,sedan,rwd,front,ohcf,four,mpfi,64.0,5200.0,19,33,35550.0,0,1
nissan,std,two,hatchback,fwd,front,ohcv,four,mpfi,84.0,5100.0,17,26,7463.0,0,1
toyota,std,four,sedan,fwd,rear,ohc,four,mpfi,73.0,6000.0,27,24,6229.0,0,1
volvo,std,four,hatchback,rwd,front,ohc,four,mpfi,92.0,5500.0,27,25,6229.0,0,1
bmw,std,two,wagon,rwd,front,ohc,four,mpfi,120.0,4800.0,21,33,12940.0,0,1
plymouth,std,four,hardtop,4wd,front,ohc,four,idi,73.0,5500.0,28,25,9960.0,0,1
saab,turbo,two,sedan,fwd,front,ohc,four,1bbl,134.0,4350.0,19,22,8921.0,0,1
isuzu,std,four,sedan,fwd,front,ohc,four,idi,97.0,5400.0,32,46,6989.0,0,1
subaru,std,four,hatchback,fwd,front,l,four,mpfi,90.0,5200.0,19,29,8449.0,0,1
mazda,std,four,wagon,fwd,front,ohc,four,idi,62.0,4500.0,21,54,10945.0,0,1
mitsubishi,std,two,hatchback,fwd,front,ohc,four,2bbl,70.0,5500.0,32,24,16630.0,0,1
volkswagen,std,two,hatchback,fwd,front,ohc,five,mpfi,69.0,5500.0,19,32,6938.0,0,1
toyota,std,four,sedan,rwd,front,ohcv,six,mpfi,69.0,5500.0,19,53,9989.0,1,0
renault,std,two,sedan,fwd,front,ohc,four,1bbl,207.0,4750.0,24,29,5151.0,0,1
renault,std,four,convertible,rwd,front,ohcf,four,2bbl,145.0,5200.0,16,32,6795.0,0,1
mazda,turbo,two,hardtop,fwd,front,ohc,four,mpfi,111.0,5400.0,31,28,6095.0,1,0
bmw,std,two,hatchback,rwd,front,ohc,six,mpfi,116.0,5500.0,19,32,6695.0,0,1
renault,std,four,hatchback,fwd,front,ohc,four,mpfi,156.0,5000.0,31,30,30760.0,0,1
plymouth,std,four,sedan,rwd,front,ohc,six,mpfi,56.0,4800.0,37,47,16430.0,0,1
volkswagen,std,two,sedan,fwd,front,ohc,four,2bbl,114.0,5250.0,19,33,7898.0,0,1
mazda,turbo,four,sedan,rwd,front,l,four,mpfi,120.0,5500.0,21,46,15040.0,0,1
dodge,std,four,hatchback,fwd,front,ohc,four,2bbl,156.0,5000.0,22,30,6918.0,0,1
subaru,turbo,two,sedan,rwd,rear,ohc,four,mpfi,73.0,5000.0,23,30,7198.0,0,1
subaru,std,two,hatchback,fwd,front,ohc,four,mpfi,69.0,5000.0,21,42,10245.0,0,1
nissan,std,four,sedan,fwd,front,ohc,six,mpfi,116.0,5000.0,27,30,18280.0,1,0
subaru,std,four,hatchback,fwd,front,dohc,four,mpfi,88.0,4200.0,24,28,34184.0,0,1
toyota,std,two,sedan,rwd,front,ohcf,four,mpfi,68.0,4500.0,26,36,9980.0,0,1
toyota,std,two,sedan,fwd,front,ohc,four,mpfi,116.0,5000.0,28,32,9279.0,0,1
saab,std,two,sedan,rwd,front,ohc,six,mpfi,114.0,5800.0,22,34,7499.0,0,1
honda,std,two,hatchback,fwd,front,ohc,four,idi,161.0,5200.0,21,38,9959.0,1,0
nissan,std,four,wagon,rwd,front,ohc,four,mpfi,160.0,5200.0,31,33,9639.0,0,1
plymouth,std,four,wagon,fwd,front,rotor,four,2bbl,90.0,5500.0,37,24,6229.0,0,1
mercedes-benz,turbo,four,wagon,rwd,front,l,four,mpfi,143.0,4800.0,37,18,6785.0,0,1
audi,std,four,wagon,rwd,front,ohcv,four,mpfi,111.0,5500.0,31,25,16925.0,0,1
toyota,std,four,hatchback,rwd,front,ohc,four,2bbl,121.0,5000.0,26,37,8358.0,1,0
nissan,std,four,sedan,fwd,front,ohc,four,idi,68.0,4800.0,25,32,7957.0,0,1
toyota,turbo,four,sedan,rwd,front,ohc,four,mpfi,92.0,5500.0,19,37,18344.0,0,1
saab,std,four,sedan,fwd,front,ohc,four,2bbl,207.0,5800.0,24,25,31600.0,0,1
plymouth,std,two,sedan,rwd,front,l,four,idi,88.0,5000.0,25,38,10295.0,0,1
volkswagen,std,two,sedan,fwd,front,l,four,2bbl,70.0,4800.0,26,25,35056.0,0,1
mazda,std,four,sedan,rwd,front,ohc,six,idi,85.0,5125.369458128079,18,38,11850.0,0,1
toyota,turbo,two,wagon,fwd,front,ohc,four,idi,86.0,4150.0,18,28,7349.0,0,1
mercedes-benz,std,four,sedan,fwd,front,ohcf,six,spdi,145.0,4800.0,31,38,6229.0,0,1
saab,std,four,hardtop,rwd,front,ohc,four,mpfi,176.0,5200.0,17,37,19699.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,five,mpfi,68.0,5200.0,28,19,11845.0,0,1
dodge,std,four,wagon,fwd,front,ohcf,four,2bbl,86.0,5400.0,23,29,8449.0,0,1
saab,std,four,sedan,fwd,front,ohc,four,2bbl,62.0,4800.0,37,29,9988.0,0,1
audi,std,two,hatchback,fwd,front,ohc,six,mpfi,69.0,5900.0,26,20,7975.0,0,1
renault,std,four,hatchback,fwd,front,ohcf,four,2bbl,110.0,4650.0,21,30,9895.0,0,1
peugot,std,four,hatchback,fwd,front,ohc,four,2bbl,101.0,4750.0,17,23,8948.0,0,1
plymouth,std,four,convertible,fwd,front,ohcf,four,1bbl,101.0,5900.0,19,25,8189.0,0,1
nissan,std,two,sedan,rwd,front,ohcv,four,2bbl,142.0,5500.0,38,29,18150.0,0,1
bmw,std,two,wagon,rwd,front,l,four,mpfi,70.0,5500.0,31,42,8495.0,0,1
mazda,std,four,hatchback,rwd,front,ohc,four,mpfi,200.0,4800.0,17,33,5195.0,0,1
toyota,std,four,wagon,rwd,front,ohc,four,2bbl,92.0,5125.369458128079,19,28,14869.0,0,1
chevrolet,turbo,four,hatchback,fwd,front,l,four,spdi,100.0,5500.0,31,38,7995.0,0,1
peugot,std,four,wagon,fwd,front,ohc,four,mpfi,68.0,5200.0,28,46,7349.0,0,1
toyota,turbo,four,sedan,4wd,front,rotor,four,idi,110.0,5100.0,31,42,9960.0,0,1
mercedes-benz,turbo,two,sedan,fwd,front,l,six,2bbl,176.0,4650.0,30,22,16845.0,0,1
honda,std,two,sedan,fwd,front,ohc,four,spdi,69.0,6000.0,23,24,6849.0,0,1
nissan,std,four,hatchback,rwd,front,ohc,four,idi,73.0,5100.0,30,30,12945.0,0,1
mazda,std,two,hatchback,fwd,front,ohcf,four,1bbl,68.0,4800.0,30,16,18150.0,0,1
honda,std,four,sedan,fwd,front,ohc,four,mpfi,92.0,5000.0,24,32,7975.0,0,1
toyota,std,two,hatchback,fwd,front,ohc,four,mpfi,60.0,4800.0,47,25,6795.0,0,1
peugot,turbo,four,sedan,4wd,front,ohcv,four,mpfi,115.0,6600.0,23,24,35550.0,0,1
bmw,std,two,sedan,fwd,front,ohcv,four,2bbl,52.0,5100.0,19,34,16695.0,0,1
jaguar,std,two,sedan,fwd,front,rotor,four,spdi,156.0,4200.0,31,28,18950.0,0,1
mercedes-benz,std,four,convertible,fwd,front,ohc,four,mpfi,114.0,4800.0,38,37,37028.0,0,1
porsche,std,four,hatchback,fwd,front,ohc,four,2bbl,73.0,5600.0,31,30,7609.0,1,0
mitsubishi,std,four,sedan,fwd,front,ohcf,four,idi,69.0,4800.0,24,25,10245.0,0,1
toyota,std,four,sedan,rwd,front,dohc,five,2bbl,68.0,5000.0,25,23,6095.0,0,1
honda,std,four,sedan,4wd,front,ohc,four,idi,114.0,5800.0,24,27,16500.0,0,1
chevrolet,std,four,hatchback,rwd,front,dohc,two,spdi,160.0,5000.0,24,38,16925.0,0,1
dodge,std,two,sedan,rwd,front,ohc,four,2bbl,76.0,5250.0,19,27,8238.0,0,1
honda,turbo,two,hatchback,fwd,front,ohc,four,2bbl,62.0,5000.0,27,29,6938.0,0,1
dodge,std,four,hatchback,fwd,front,ohc,four,mpfi,62.0,5000.0,31,53,6338.0,0,1
peugot,turbo,four,convertible,rwd,front,ohc,four,idi,115.0,5500.0,27,29,5389.0,0,1
bmw,std,four,hatchback,fwd,front,dohc,four,mpfi,101.0,4800.0,31,46,16695.0,0,1
mazda,std,two,hatchback,rwd,front,ohc,five,spdi,110.0,5500.0,31,25,9279.0,0,1
toyota,std,four,convertible,fwd,front,ohc,twelve,2bbl,97.0,5500.0,21,32,16695.0,0,1
mercedes-benz,std,two,hardtop,rwd,front,ohc,four,2bbl,142.0,5200.0,14,31,5499.0,0,1
mitsubishi,std,two,hardtop,fwd,front,ohc,four,spfi,116.0,5500.0,30,43,7349.0,0,1
honda,std,four,hatchback,4wd,front,ohc,four,mpfi,48.0,5000.0,24,32,34184.0,0,1
saab,std,two,sedan,fwd,front,ohcv,six,mpfi,111.0,4200.0,24,37,6488.0,0,1
chevrolet,turbo,four,hatchback,fwd,front,rotor,six,2bbl,68.0,5250.0,27,25,7957.0,0,1
toyota,std,two,wagon,4wd,front,ohcv,four,idi,62.0,5500.0,19,38,6479.0,0,1
honda,std,four,hatchback,rwd,front,ohc,four,2bbl,143.0,5200.0,19,30,11248.0,1,0
subaru,std,two,hatchback,fwd,front,ohc,four,2bbl,69.0,5100.0,49,29,7609.0,0,1
toyota,turbo,four,hatchback,fwd,front,ohc,four,mpfi,76.0,5400.0,31,28,9279.0,0,1
mercedes-benz,std,four,sedan,rwd,front,ohc,four,2bbl,145.0,5400.0,23,34,28248.0,0,1
mitsubishi,std,two,sedan,fwd,front,l,four,spdi,68.0,5500.0,26,33,5572.0,1,0
volkswagen,turbo,four,sedan,rwd,front,ohc,six,2bbl,90.0,5100.0,19,38,10345.0,0,1
toyota,std,two,sedan,fwd,front,ohc,four,2bbl,90.0,5500.0,30,30,7609.0,0,1
mercury,std,four,sedan,fwd,front,ohc,six,mpfi,160.0,4800.0,19,32,9495.0,0,1
peugot,std,four,hatchback,rwd,front,ohc,four,2bbl,84.0,5250.0,29,16,9298.0,0,1
subaru,std,four,convertible,fwd,front,ohc,four,2bbl,82.0,5800.0,26,50,8778.0,0,1
subaru,turbo,four,hatchback,rwd,front,ohc,four,2bbl,110.0,4150.0,24,31,9258.0,1,0
dodge,std,two,sedan,fwd,front,ohc,four,mpfi,88.0,5000.0,20,31,7957.0,0,1
volvo,std,two,sedan,fwd,front,ohc,four,mpfi,68.0,5800.0,38,30,15645.0,0,1
dodge,std,two,sedan,rwd,front,ohc,four,mpfi,88.0,4500.0,31,29,16925.0,0,1
nissan,std,four,hatchback,fwd,front,ohc,four,mpfi,200.0,4800.0,20,31,7126.0,0,1
bmw,std,four,hardtop,fwd,front,ohcf,four,1bbl,114.0,5000.0,17,31,11048.0,0,1
saab,std,four,hatchback,rwd,front,ohcv,four,2bbl,68.0,5000.0,26,25,15750.0,1,0
porsche,turbo,four,sedan,fwd,front,ohc,four,mpfi,115.0,5500.0,30,17,11245.0,0,1
bmw,std,four,wagon,fwd,front,ohc,six,mpfi,82.0,4800.0,25,30,24565.0,0,1
isuzu,std,two,hatchback,fwd,front,ohc,six,mpfi,110.0,5500.0,19,22,6785.0,0,1
volkswagen,std,two,sedan,fwd,front,ohc,four,2bbl,85.0,5500.0,26,38,11048.0,0,1
chevrolet,std,four,hatchback,rwd,front,ohc,four,2bbl,84.0,6000.0,37,25,36000.0,0,1
mercedes-benz,std,four,sedan,fwd,front,ohc,four,mpfi,176.0,5200.0,31,24,12170.0,0,1
audi,std,two,wagon,fwd,front,ohcf,four,2bbl,78.0,5500.0,18,38,13645.0,0,1
mazda,std,four,wagon,fwd,front,ohc,four,1bbl,84.0,4800.0,16,24,18399.0,0,1
bmw,std,two,sedan,fwd,front,ohc,four,2bbl,60.0,4800.0,21,24,9258.0,0,1
volkswagen,std,two,hatchback,fwd,front,ohc,four,mpfi,72.0,5000.0,24,33,16900.0,0,1
plymouth,std,two,sedan,fwd,front,l,four,mpfi,86.0,5900.0,19,38,5499.0,0,1
mazda,std,four,sedan,fwd,front,ohc,four,mpfi,104.256157635468,4800.0,28,28,7463.0,0,1
nissan,turbo,two,sedan,fwd,front,ohcf,four,mpfi,92.0,5500.0,31,38,31600.0,0,1
volvo,std,four,sedan,fwd,front,ohc,four,mpfi,116.0,4500.0,21,34,8845.0,0,1
toyota,std,four,convertible,fwd,front,ohc,six,2bbl,200.0,5500.0,21,38,13860.0,0,1
volvo,std,two,hatchback,rwd,front,ohc,five,2bbl,114.0,4750.0,24,32,16630.0,0,1
mitsubishi,turbo,four,hatchback,rwd,front,ohc,four,1bbl,104.256157635468,4800.0,47,33,6229.0,0,1
bmw,std,four,wagon,fwd,front,ohc,four,idi,56.0,4800.0,34,25,18620.0,0,1
nissan,std,two,sedan,fwd,front,ohc,four,mpfi,68.0,5500.0,31,24,35056.0,0,1
chevrolet,std,four,sedan,rwd,front,ohc,two,2bbl,84.0,5800.0,28,28,14399.0,0,1
volvo,std,four,sedan,fwd,front,ohcf,four,2bbl,101.0,5000.0,23,39,12964.0,0,1
volkswagen,std,two,sedan,rwd,front,ohc,four,mpfi,101.0,6000.0,25,25,28248.0,0,1
bmw,std,two,hatchback,fwd,rear,ohc,four,spdi,68.0,5000.0,26,22,8949.0,0,1
mercedes-benz,std,two,sedan,fwd,front,ohc,four,2bbl,69.0,5200.0,31,28,20970.0,0,1
toyota,std,two,sedan,fwd,front,l,four,2bbl,110.0,4800.0,31,28,8845.0,0,1
subaru,std,two,sedan,4wd,front,dohc,four,idi,82.0,4650.0,18,34,7126.0,0,1
subaru,std,four,wagon,fwd,front,ohc,four,mpfi,110.0,4800.0,23,32,9960.0,0,1
mitsubishi,std,four,sedan,fwd,front,ohcv,two,2bbl,102.0,5500.0,38,24,19699.0,0,1
