symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas
1,106,plymouth,std,four,convertible,fwd,front,93.7,0.9010091302258528,0.9208333333333332,52.6,3071,ohcf,four,97,1bbl,3.43,3.23,7.0,101.0,5900.0,19,25,8189.0,9.038461538461537,Low,0,1
0,91,nissan,std,two,sedan,rwd,front,100.4,0.8322921672272945,0.9097222222222222,53.0,2975,ohcv,four,130,2bbl,3.43,3.08,9.0,142.0,5500.0,38,29,18150.0,10.217391304347826,Medium,0,1
-1,74,bmw,std,two,wagon,rwd,front,100.4,0.7558865929841423,0.9236111111111112,54.3,2290,l,four,171,mpfi,3.62,2.64,9.3,70.0,5500.0,31,42,8495.0,12.36842105263158,Low,0,1
2,145,mazda,std,four,hatchback,rwd,front,95.7,0.8121095627102355,0.9055555555555556,55.1,3016,ohc,four,119,mpfi,3.39,3.15,7.0,200.0,4800.0,17,33,5195.0,11.190476190476188,High,0,1
0,168,toyota,std,four,wagon,rwd,front,97.2,0.7558865929841423,0.8944444444444445,52.6,2275,ohc,four,146,2bbl,2.68,3.41,9.0,92.0,5125.369458128079,19,28,14869.0,8.703703703703704,High,0,1
1,118,chevrolet,turbo,four,hatchback,fwd,front,93.7,0.7654973570398848,0.9916666666666668,53.3,2128,l,four,92,spdi,3.03,3.27,9.3,100.0,5500.0,31,38,7995.0,7.833333333333332,Low,0,1
3,74,peugot,std,four,wagon,fwd,front,97.2,0.7991350312349833,0.9097222222222222,50.8,2191,ohc,four,209,mpfi,3.58,3.39,23.0,68.0,5200.0,28,46,7349.0,11.190476190476188,High,0,1
0,186,toyota,turbo,four,sedan,4wd,front,114.2,0.8467083133109082,0.9125,49.4,2024,rotor,four,121,idi,3.15,3.52,8.0,110.0,5100.0,31,42,9960.0,9.791666666666666,Medium,0,1
0,122,mercedes-benz,turbo,two,sedan,fwd,front,98.4,0.8409418548774628,0.95,54.9,2024,l,six,98,2bbl,3.19,3.23,9.4,176.0,4650.0,30,22,16845.0,12.36842105263158,Low,0,1
0,194,honda,std,two,sedan,fwd,front,96.3,0.758769822200865,0.9430555555555556,54.1,3042,ohc,four,209,spdi,3.19,3.46,21.5,69.0,6000.0,23,24,6849.0,12.36842105263158,Low,0,1
0,95,nissan,std,four,hatchback,rwd,front,94.5,0.9072561268620856,0.8875,51.6,3950,ohc,four,110,idi,2.91,3.19,9.0,73.0,5100.0,30,30,12945.0,7.580645161290323,Low,0,1
0,115,mazda,std,two,hatchback,fwd,front,97.3,0.9591542527630946,0.8861111111111111,52.0,2004,ohcf,four,209,1bbl,3.24,3.86,9.5,68.0,4800.0,30,16,18150.0,9.791666666666666,Medium,0,1
-2,93,honda,std,four,sedan,fwd,front,95.7,0.8313310908217203,0.9222222222222224,53.7,2191,ohc,four,122,mpfi,3.74,2.64,9.4,92.0,5000.0,24,32,7975.0,9.4,Low,0,1
0,145,toyota,std,two,hatchback,fwd,front,107.9,0.9557904853435848,0.9763888888888888,54.5,3430,ohc,four,120,mpfi,3.01,3.03,9.3,60.0,4800.0,47,25,6795.0,8.392857142857142,Low,0,1
3,119,peugot,turbo,four,sedan,4wd,front,114.2,0.8121095627102355,0.8861111111111111,54.5,3049,ohcv,four,122,mpfi,2.97,3.03,8.7,115.0,6600.0,23,24,35550.0,8.392857142857142,Low,0,1
0,122,bmw,std,two,sedan,fwd,front,95.7,0.8495915425276309,0.9236111111111112,58.7,2535,ohcv,four,97,2bbl,3.19,3.4,9.0,52.0,5100.0,19,34,16695.0,7.580645161290323,Low,0,1
0,93,jaguar,std,two,sedan,fwd,front,93.0,0.8966842864007688,0.8902777777777777,52.5,2650,rotor,four,121,spdi,3.03,3.03,9.0,156.0,4200.0,31,28,18950.0,9.4,Low,0,1
2,197,mercedes-benz,std,four,convertible,fwd,front,95.7,0.8294089380105718,0.95,52.0,2169,ohc,four,92,mpfi,3.31,3.23,9.4,114.0,4800.0,38,37,37028.0,11.190476190476188,Low,0,1
3,168,porsche,std,four,hatchback,fwd,front,103.3,0.8495915425276309,0.9569444444444444,52.5,2120,ohc,four,140,2bbl,2.91,3.03,9.2,73.0,5600.0,31,30,7609.0,9.038461538461537,Low,0,0
0,122,mitsubishi,std,four,sedan,fwd,front,93.7,0.8116290245074483,0.9236111111111112,52.0,4066,ohcf,four,181,idi,3.43,3.58,8.4,69.0,4800.0,24,25,10245.0,8.103448275862071,Medium,0,1
1,74,toyota,std,four,sedan,rwd,front,96.1,0.8731379144641999,0.8861111111111111,55.7,2300,dohc,five,110,2bbl,3.27,3.19,22.7,68.0,5000.0,25,23,6095.0,7.580645161290323,Medium,0,1
1,194,honda,std,four,sedan,4wd,front,100.4,0.7558865929841423,0.8374999999999999,48.8,2535,ohc,four,119,idi,3.19,3.52,9.4,114.0,5800.0,24,27,16500.0,9.4,Medium,0,1
-1,74,chevrolet,std,four,hatchback,rwd,front,97.2,0.8154733301297453,0.9125,50.8,3110,dohc,two,70,spdi,3.329751243781096,2.19,9.2,160.0,5000.0,24,38,16925.0,10.217391304347826,Low,0,1
1,134,dodge,std,two,sedan,rwd,front,108.0,0.7558865929841423,0.8833333333333333,51.6,2710,ohc,four,145,2bbl,3.62,2.87,7.0,76.0,5250.0,19,27,8238.0,7.580645161290323,High,0,1
0,128,honda,turbo,two,hatchback,fwd,front,103.3,0.8467083133109082,0.8944444444444445,51.6,1876,ohc,four,122,2bbl,3.54,3.4,7.5,62.0,5000.0,27,29,6938.0,7.580645161290323,Medium,0,1
1,168,dodge,std,four,hatchback,fwd,front,94.5,0.9259971167707832,0.9097222222222222,54.1,2395,ohc,four,92,mpfi,3.03,3.35,9.0,62.0,5000.0,31,53,6338.0,11.190476190476188,Medium,0,1
3,122,peugot,turbo,four,convertible,rwd,front,93.7,0.7645362806343105,0.9027777777777778,54.3,3252,ohc,four,97,idi,3.62,3.15,9.4,115.0,5500.0,27,29,5389.0,8.703703703703704,Medium,0,1
1,148,bmw,std,four,hatchback,fwd,front,96.3,0.810667948101874,0.9763888888888888,50.6,2190,dohc,four,92,mpfi,3.31,3.58,8.0,101.0,4800.0,31,46,16695.0,9.791666666666666,Medium,0,1
2,87,mazda,std,two,hatchback,rwd,front,93.1,0.8342143200384431,0.9291666666666668,56.5,1876,ohc,five,194,spdi,3.27,2.9,23.0,110.0,5500.0,31,25,9279.0,9.791666666666666,Medium,0,1
-1,128,toyota,std,four,convertible,fwd,front,104.3,0.8121095627102355,0.8944444444444445,56.1,3071,ohc,twelve,98,2bbl,3.15,3.41,9.5,97.0,5500.0,21,32,16695.0,13.823529411764708,Low,0,1
1,128,mercedes-benz,std,two,hardtop,rwd,front,98.8,0.7558865929841423,0.8944444444444445,50.8,2765,ohc,four,110,2bbl,3.59,3.1,9.0,142.0,5200.0,14,31,5499.0,9.038461538461537,Low,0,1
3,94,mitsubishi,std,two,hardtop,fwd,front,95.7,0.794329649207112,0.9083333333333334,56.7,2275,ohc,four,108,spfi,3.8,3.39,21.5,116.0,5500.0,30,43,7349.0,7.833333333333332,High,0,1
-2,89,honda,std,four,hatchback,4wd,front,93.1,0.9072561268620856,0.8833333333333333,55.7,2380,ohc,four,130,mpfi,3.46,2.76,7.0,48.0,5000.0,24,32,34184.0,13.823529411764708,Medium,0,1
0,95,saab,std,two,sedan,fwd,front,103.3,0.8294089380105718,0.9402777777777778,51.6,1909,ohcv,six,110,mpfi,3.35,3.39,21.5,111.0,4200.0,24,37,6488.0,12.36842105263158,Low,0,1
0,102,chevrolet,turbo,four,hatchback,fwd,front,99.1,0.8265257087938491,0.9083333333333334,56.3,3110,rotor,six,122,2bbl,3.8,3.21,9.0,68.0,5250.0,27,25,7957.0,12.36842105263158,Medium,0,1
0,113,toyota,std,two,wagon,4wd,front,104.3,0.897164824603556,0.9236111111111112,52.0,2010,ohcv,four,141,idi,3.17,3.5,7.5,62.0,5500.0,19,38,6479.0,10.217391304347826,Low,0,1
3,95,honda,std,four,hatchback,rwd,front,104.3,0.8015377222489188,0.9763888888888888,55.5,2380,ohc,four,92,2bbl,2.92,3.23,9.41,143.0,5200.0,19,30,11248.0,8.103448275862071,Medium,0,0
0,115,subaru,std,two,hatchback,fwd,front,114.2,0.8390197020663143,0.8888888888888888,50.6,2340,ohc,four,152,2bbl,3.05,3.39,9.0,69.0,5100.0,49,29,7609.0,8.392857142857142,Medium,0,1
0,122,toyota,turbo,four,hatchback,fwd,front,96.5,0.8284478616049976,0.8833333333333333,55.5,3075,ohc,four,70,mpfi,3.05,2.64,22.5,76.0,5400.0,31,28,9279.0,7.580645161290323,Low,0,1
2,95,mercedes-benz,std,four,sedan,rwd,front,102.4,0.8202787121576165,0.8902777777777777,49.6,3950,ohc,four,110,2bbl,3.05,3.15,9.2,145.0,5400.0,23,34,28248.0,8.703703703703704,Medium,0,1
0,104,mitsubishi,std,two,sedan,fwd,front,98.4,0.8519942335415667,0.9055555555555556,54.3,1837,l,four,90,spdi,3.62,3.64,9.31,68.0,5500.0,26,33,5572.0,9.791666666666666,High,0,0
1,168,volkswagen,turbo,four,sedan,rwd,front,103.3,0.8250840941854877,0.8888888888888888,54.9,2910,ohc,six,98,2bbl,3.46,3.46,9.5,90.0,5100.0,19,38,10345.0,9.038461538461537,High,0,1
3,122,toyota,std,two,sedan,fwd,front,98.4,0.6780394041326285,0.9083333333333334,56.7,2275,ohc,four,80,2bbl,3.17,3.03,8.5,90.0,5500.0,30,30,7609.0,12.36842105263158,Low,0,1
-1,106,mercury,std,four,sedan,fwd,front,99.2,0.9557904853435848,0.9430555555555556,51.6,3131,ohc,six,92,mpfi,3.59,3.4,9.31,160.0,4800.0,19,32,9495.0,9.791666666666666,Medium,0,1
1,142,peugot,std,four,hatchback,rwd,front,102.4,0.9082172032676598,0.8861111111111111,52.5,1819,ohc,four,194,2bbl,3.58,3.15,9.5,84.0,5250.0,29,16,9298.0,7.580645161290323,Low,0,1
2,122,subaru,std,four,convertible,fwd,front,94.5,0.794329649207112,0.8861111111111111,50.6,2221,ohc,four,122,2bbl,3.03,3.15,9.2,82.0,5800.0,26,50,8778.0,12.36842105263158,Low,0,1
0,161,subaru,turbo,four,hatchback,rwd,front,96.5,0.8265257087938491,0.9958333333333332,54.7,2300,ohc,four,90,2bbl,3.15,3.23,9.0,110.0,4150.0,24,31,9258.0,9.038461538461537,Low,1,1
2,118,dodge,std,two,sedan,fwd,front,120.9,0.8467083133109082,0.9333333333333332,53.7,3075,ohc,four,141,mpfi,3.43,3.86,9.41,88.0,5000.0,20,31,7957.0,10.217391304347826,Low,0,1
0,122,volvo,std,two,sedan,fwd,front,94.5,0.8226814031715521,0.8916666666666667,54.3,3151,ohc,four,110,mpfi,3.39,3.9,9.4,68.0,5800.0,38,30,15645.0,9.038461538461537,Low,0,1
2,122,dodge,std,two,sedan,rwd,front,96.5,0.8798654493032196,0.925,52.0,1971,ohc,four,146,mpfi,3.94,2.36,9.4,88.0,4500.0,31,29,16925.0,6.184210526315789,Medium,0,1
3,115,nissan,std,four,hatchback,fwd,front,88.6,0.9557904853435848,0.9291666666666668,54.5,2240,ohc,four,141,mpfi,3.35,3.15,8.5,200.0,4800.0,20,31,7126.0,12.36842105263158,Low,0,1
0,91,bmw,std,four,hardtop,fwd,front,99.1,0.8495915425276309,0.9083333333333334,52.6,3750,ohcf,four,108,1bbl,3.33,3.39,8.0,114.0,5000.0,17,31,11048.0,12.36842105263158,Low,0,1
1,102,saab,std,four,hatchback,rwd,front,99.4,0.7991350312349833,0.9430555555555556,53.7,2385,ohcv,four,146,2bbl,3.19,3.35,9.0,68.0,5000.0,26,25,15750.0,9.038461538461537,High,1,1
1,81,porsche,turbo,four,sedan,fwd,front,102.0,0.8265257087938491,0.95,52.6,3071,ohc,four,70,mpfi,3.15,3.07,9.4,115.0,5500.0,30,17,11245.0,9.4,Medium,0,1
0,129,bmw,std,four,wagon,fwd,front,109.1,0.8486304661220567,0.9236111111111112,51.6,1985,ohc,six,194,mpfi,3.19,3.23,8.5,82.0,4800.0,25,30,24565.0,14.6875,Low,0,1
1,115,isuzu,std,two,hatchback,fwd,front,93.7,0.9072561268620856,0.95,53.7,3230,ohc,six,122,mpfi,3.46,3.9,9.0,110.0,5500.0,19,22,6785.0,8.703703703703704,Low,0,1
1,122,volkswagen,std,two,sedan,fwd,front,94.3,0.8467083133109082,0.9097222222222222,54.1,2847,ohc,four,92,2bbl,3.15,3.39,8.7,85.0,5500.0,26,38,11048.0,9.791666666666666,Medium,0,1
0,122,chevrolet,std,four,hatchback,rwd,front,94.3,0.897164824603556,0.8861111111111111,54.1,1985,ohc,four,146,2bbl,3.62,3.4,9.41,84.0,6000.0,37,25,36000.0,9.791666666666666,Medium,0,1
0,154,mercedes-benz,std,four,sedan,fwd,front,93.1,0.9072561268620856,0.95,50.8,3131,ohc,four,209,mpfi,3.62,3.27,8.1,176.0,5200.0,31,24,12170.0,12.36842105263158,Medium,0,1
0,161,audi,std,two,wagon,fwd,front,93.7,0.8039404132628545,0.9055555555555556,53.0,1876,ohcf,four,91,2bbl,3.24,3.23,9.4,78.0,5500.0,18,38,13645.0,9.791666666666666,Low,0,1
0,122,mazda,std,four,wagon,fwd,front,94.5,0.8121095627102355,0.8861111111111111,55.7,1713,ohc,four,146,1bbl,3.19,3.39,9.4,84.0,4800.0,16,24,18399.0,6.527777777777778,Medium,0,1
1,83,bmw,std,two,sedan,fwd,front,95.7,0.8202787121576165,0.9055555555555556,56.1,1989,ohc,four,140,2bbl,3.8,3.39,9.0,60.0,4800.0,21,24,9258.0,12.36842105263158,Low,0,1
1,122,volkswagen,std,two,hatchback,fwd,front,93.7,0.8202787121576165,0.8999999999999999,55.5,3062,ohc,four,304,mpfi,3.27,3.4,9.6,72.0,5000.0,24,33,16900.0,7.580645161290323,Low,0,1
0,91,plymouth,std,two,sedan,fwd,front,114.2,0.9173474291206152,0.9791666666666666,50.8,2191,l,four,122,mpfi,3.19,3.35,9.0,86.0,5900.0,19,38,5499.0,9.791666666666666,Medium,0,1
1,122,mazda,std,four,sedan,fwd,front,98.4,1.0,0.9166666666666666,56.1,2410,ohc,four,120,mpfi,3.7,3.23,7.5,104.256157635468,4800.0,28,28,7463.0,12.36842105263158,Low,0,1
-1,154,nissan,turbo,two,sedan,fwd,front,98.8,0.7991350312349833,0.8944444444444445,53.7,1938,ohcf,four,132,mpfi,3.31,3.39,21.5,92.0,5500.0,31,38,31600.0,7.580645161290323,High,0,1
-1,161,volvo,std,four,sedan,fwd,front,99.8,0.8966842864007688,0.8888888888888888,56.0,2319,ohc,four,194,mpfi,3.31,3.86,7.7,116.0,4500.0,21,34,8845.0,13.823529411764708,Low,0,1
-1,65,toyota,std,four,convertible,fwd,front,103.5,0.8664103796251803,0.9111111111111108,48.8,2275,ohc,six,121,2bbl,3.59,3.39,9.3,200.0,5500.0,21,38,13860.0,7.580645161290323,Low,0,1
0,83,volvo,std,two,hatchback,rwd,front,97.3,0.7208073041806824,0.8944444444444445,49.6,2145,ohc,five,120,2bbl,3.54,3.11,9.5,114.0,4750.0,24,32,16630.0,7.580645161290323,Medium,0,1
2,90,mitsubishi,turbo,four,hatchback,rwd,front,94.5,0.9072561268620856,0.9055555555555556,51.6,2385,ohc,four,108,1bbl,3.03,3.35,10.0,104.256157635468,4800.0,47,33,6229.0,9.791666666666666,Medium,0,1
3,137,bmw,std,four,wagon,fwd,front,103.3,0.8543969245555022,0.8805555555555555,54.9,1876,ohc,four,146,idi,3.54,3.46,9.2,56.0,4800.0,34,25,18620.0,8.392857142857142,Low,0,1
0,118,nissan,std,two,sedan,fwd,front,91.3,0.8519942335415667,0.8833333333333333,52.6,2109,ohc,four,90,mpfi,3.63,3.23,9.4,68.0,5500.0,31,24,35056.0,12.36842105263158,Low,0,1
3,95,chevrolet,std,four,sedan,rwd,front,88.6,0.8438250840941854,0.9430555555555556,55.5,3139,ohc,two,92,2bbl,3.19,,9.4,84.0,5800.0,28,28,14399.0,6.351351351351353,Medium,0,1
2,106,volvo,std,four,sedan,fwd,front,93.7,0.8428640076886112,0.9083333333333334,55.7,2658,ohcf,four,90,2bbl,3.54,3.4,9.5,101.0,5000.0,23,39,12964.0,7.580645161290323,Low,0,1
0,122,volkswagen,std,two,sedan,rwd,front,93.7,0.8966842864007688,0.9083333333333334,50.8,3130,ohc,four,109,mpfi,3.15,3.29,9.0,101.0,6000.0,25,25,28248.0,9.791666666666666,Medium,0,1
1,104,bmw,std,two,hatchback,fwd,rear,100.4,0.8111484863046613,0.8833333333333333,55.1,2458,ohc,four,122,spdi,3.19,3.52,9.2,68.0,5000.0,26,22,8949.0,12.36842105263158,Medium,0,1
0,101,mercedes-benz,std,two,sedan,fwd,front,94.5,0.7558865929841423,0.9486111111111112,53.0,2756,ohc,four,183,2bbl,3.27,3.08,9.4,69.0,5200.0,31,28,20970.0,7.580645161290323,Low,0,1
1,256,toyota,std,two,sedan,fwd,front,86.6,0.8049014896684287,0.9430555555555556,56.2,3900,l,four,122,2bbl,3.19,3.27,22.5,110.0,4800.0,31,28,8845.0,9.038461538461537,Low,0,1
1,87,subaru,std,two,sedan,4wd,front,105.8,0.9173474291206152,0.9333333333333332,55.1,1905,dohc,four,130,idi,2.91,3.35,9.5,82.0,4650.0,18,34,7126.0,7.580645161290323,Low,0,1
0,113,subaru,std,four,wagon,fwd,front,98.4,0.8337337818356559,0.9236111111111112,53.0,2679,ohc,four,121,mpfi,3.33,3.86,9.2,110.0,4800.0,23,32,9960.0,8.703703703703704,Low,0,1
-1,194,mitsubishi,std,four,sedan,fwd,front,98.4,0.8659298414223928,0.8888888888888888,55.1,2015,ohcv,two,111,2bbl,2.97,3.03,9.0,102.0,5500.0,38,24,19699.0,9.038461538461537,Low,0,1
2,77,toyota,turbo,four,sedan,fwd,front,95.7,0.8438250840941854,0.9291666666666668,59.8,1890,ohc,four,108,mpfi,3.19,3.4,9.0,161.0,5900.0,22,29,24565.0,8.703703703703704,Medium,1,1
1,168,mazda,std,four,sedan,rwd,front,97.3,0.8332532436328689,0.9555555555555556,55.5,2500,ohc,six,122,2bbl,3.19,3.58,9.0,84.0,5300.0,13,25,12170.0,6.7142857142857135,Medium,0,1
3,108,volvo,turbo,four,wagon,fwd,front,110.0,0.8438250840941854,0.9055555555555556,50.2,2304,ohc,four,120,idi,2.97,3.9,9.4,95.0,4800.0,19,37,10698.0,12.36842105263158,Low,0,1
0,153,mazda,std,four,sedan,fwd,front,109.1,0.8428640076886112,0.9555555555555556,51.6,1713,ohc,four,108,2bbl,3.6,2.64,21.0,90.0,4750.0,27,32,13860.0,13.823529411764708,Medium,0,1
2,110,honda,std,two,wagon,fwd,front,101.2,0.8332532436328689,0.9125,56.2,3485,ohcv,four,108,spfi,3.43,3.03,9.2,97.0,5000.0,31,25,7295.0,11.190476190476188,Medium,0,0
1,161,subaru,turbo,two,convertible,fwd,front,95.7,0.7962518020182604,0.9125,50.8,2734,ohcf,six,120,2bbl,3.15,2.19,7.6,110.0,4800.0,28,24,7295.0,8.103448275862071,Low,0,1
0,122,saab,std,four,sedan,fwd,front,94.5,0.7558865929841423,0.9097222222222222,54.5,2443,ohcf,four,209,2bbl,3.62,3.27,8.8,76.0,5800.0,17,43,11850.0,10.681818181818182,Low,0,1
0,153,honda,std,four,hardtop,rwd,front,107.9,0.8519942335415667,0.9236111111111112,55.2,2954,ohc,four,98,mpfi,3.31,3.86,9.5,73.0,4800.0,29,23,12940.0,7.580645161290323,Low,0,1
2,103,subaru,std,four,hatchback,fwd,front,115.6,0.8250840941854877,0.9958333333333332,49.4,3740,l,four,91,idi,3.19,3.54,9.2,112.0,4800.0,20,38,8845.0,9.038461538461537,High,0,1
2,95,jaguar,std,four,hatchback,rwd,front,94.5,0.8116290245074483,0.9236111111111112,52.0,2548,ohc,four,132,spdi,3.03,2.68,9.4,48.0,5500.0,26,23,12940.0,7.580645161290323,Low,0,1
1,106,chevrolet,std,four,sedan,fwd,front,105.8,0.8202787121576165,0.9333333333333332,58.3,2280,ohc,four,122,mpfi,3.58,3.58,8.8,68.0,5400.0,19,39,7499.0,7.580645161290323,Low,0,1
3,122,mercury,turbo,four,hatchback,4wd,front,99.1,0.7208073041806824,0.9805555555555556,55.7,1989,ohc,four,108,mpfi,3.43,3.41,22.5,68.0,5000.0,31,30,6189.0,10.217391304347826,Low,0,1
0,148,mitsubishi,std,two,sedan,fwd,front,96.3,0.9557904853435848,0.8833333333333333,57.5,2128,ohc,four,121,2bbl,3.01,2.9,9.0,62.0,5200.0,31,24,40960.0,7.580645161290323,Low,0,1
-1,118,toyota,std,two,hatchback,rwd,front,95.3,0.8409418548774628,0.9333333333333332,49.4,1989,ohc,four,120,2bbl,2.99,3.39,9.4,145.0,4150.0,19,30,7499.0,7.580645161290323,Low,1,1
1,113,honda,std,four,hatchback,fwd,front,98.4,0.9072561268620856,0.95,59.8,2050,ohcf,four,181,2bbl,2.68,3.52,9.0,70.0,4800.0,36,25,11245.0,13.823529411764708,Low,0,1
3,119,nissan,std,two,hatchback,fwd,front,95.7,0.7645362806343105,0.9111111111111108,55.7,2017,ohc,four,90,mpfi,3.54,3.29,9.0,162.0,4800.0,27,28,24565.0,7.580645161290323,Low,0,1
-1,74,mercedes-benz,turbo,two,wagon,fwd,front,98.8,0.9072561268620856,0.8875,54.5,2844,ohc,four,171,mpfi,2.97,2.36,8.6,68.0,5800.0,23,25,15998.0,7.580645161290323,Low,0,1
-1,83,peugot,std,four,sedan,fwd,front,114.2,0.8467083133109082,0.8888888888888888,48.8,2650,ohc,four,98,mpfi,3.46,3.1,8.5,176.0,5000.0,25,31,17950.0,9.038461538461537,High,0,0
3,122,toyota,std,four,sedan,fwd,front,96.3,0.8438250840941854,0.9333333333333332,54.4,2714,ohc,four,122,mpfi,3.19,3.23,9.0,68.0,6000.0,19,25,6785.0,7.580645161290323,Low,0,1
2,122,subaru,std,two,sedan,rwd,front,94.5,0.8390197020663143,0.8861111111111111,56.1,2679,ohc,four,110,2bbl,3.03,3.54,7.6,111.0,4800.0,24,37,10898.0,9.038461538461537,Low,0,1
-1,113,porsche,turbo,two,sedan,fwd,front,95.9,0.8121095627102355,0.8861111111111111,52.0,3055,ohc,four,145,mpfi,3.54,2.68,8.0,88.0,5500.0,24,30,8058.0,9.791666666666666,Low,0,1
0,113,toyota,turbo,four,hatchback,rwd,front,95.7,0.8659298414223928,0.9805555555555556,49.6,2028,ohc,four,97,2bbl,3.17,3.23,8.7,116.0,5800.0,27,32,15998.0,6.911764705882352,High,0,1
1,161,mercedes-benz,std,two,sedan,rwd,front,97.3,0.7645362806343105,0.9291666666666668,56.1,2707,ohc,four,110,spdi,3.63,3.03,8.7,95.0,5500.0,19,38,16503.0,8.703703703703704,Low,0,1
0,188,jaguar,std,four,wagon,fwd,front,95.7,0.8966842864007688,0.9055555555555556,50.8,2410,ohc,six,98,mpfi,3.01,3.39,9.4,182.0,5500.0,30,30,34028.0,9.791666666666666,Low,0,1
2,122,peugot,std,four,sedan,4wd,front,96.9,0.8467083133109082,0.9055555555555556,51.4,1989,ohc,four,108,mpfi,3.15,3.4,21.5,48.0,4800.0,19,24,16925.0,7.580645161290323,Medium,0,1
0,137,toyota,std,two,wagon,rwd,front,94.5,0.8409418548774628,0.8902777777777777,54.1,3045,ohc,four,108,mpfi,3.03,3.19,9.0,85.0,5200.0,20,23,11595.0,9.791666666666666,Low,0,1
0,118,mitsubishi,std,four,sedan,fwd,front,96.3,0.9072561268620856,0.9111111111111108,55.5,2403,rotor,four,91,mpfi,2.91,3.23,8.0,84.0,5300.0,19,30,6189.0,6.184210526315789,Medium,0,1
2,192,dodge,std,four,hatchback,4wd,front,104.3,0.8438250840941854,0.8888888888888888,50.6,3900,ohc,four,181,mpfi,3.74,3.15,22.0,88.0,5500.0,31,25,6529.0,9.791666666666666,Medium,0,1
-1,113,honda,std,four,hatchback,fwd,front,94.5,0.762614127823162,0.9333333333333332,58.7,1900,l,four,110,idi,3.35,3.4,9.3,76.0,5200.0,23,29,7395.0,9.791666666666666,Low,0,1
3,128,honda,std,two,sedan,rwd,front,96.3,0.7208073041806824,0.8861111111111111,54.3,2954,ohc,two,140,2bbl,3.5,3.4,22.0,78.0,6600.0,36,37,7775.0,10.217391304347826,Low,0,1
1,91,toyota,std,two,hatchback,fwd,front,109.1,0.794329649207112,0.8680555555555556,54.4,1989,ohc,four,156,2bbl,3.03,3.1,7.7,68.0,5200.0,31,32,8449.0,13.823529411764708,Medium,0,1
2,65,dodge,std,four,sedan,fwd,front,115.6,0.7645362806343105,0.9958333333333332,54.4,2319,ohc,four,110,2bbl,3.54,3.9,8.5,72.0,5000.0,19,25,17075.0,7.580645161290323,Low,0,1
0,121,subaru,std,four,sedan,fwd,front,86.6,0.8543969245555022,0.9847222222222224,54.1,3139,ohc,four,92,2bbl,2.97,3.23,8.8,123.0,4200.0,38,27,18280.0,8.103448275862071,High,0,1
1,122,mazda,std,two,sedan,fwd,front,97.2,0.8116290245074483,0.9333333333333332,56.7,1488,ohcf,six,304,2bbl,3.03,3.5,8.7,73.0,4150.0,27,46,18920.0,8.703703703703704,Low,0,1
3,83,isuzu,std,two,sedan,fwd,front,113.0,0.7645362806343105,0.8875,58.7,2254,ohc,four,98,mpfi,3.43,3.29,9.3,155.0,4150.0,17,25,10595.0,9.791666666666666,Low,0,1
0,122,subaru,turbo,two,hatchback,rwd,front,99.1,0.7558865929841423,0.8374999999999999,54.5,2221,ohc,five,156,mpfi,3.19,3.1,7.0,92.0,5400.0,24,42,13295.0,7.580645161290323,Medium,0,1
1,85,toyota,std,four,sedan,fwd,front,98.4,0.7558865929841423,0.9055555555555556,53.7,3034,rotor,two,136,spdi,3.15,3.15,9.2,68.0,5400.0,27,22,6795.0,12.36842105263158,Medium,0,1
-1,256,mitsubishi,std,four,convertible,fwd,front,94.5,0.8543969245555022,0.9208333333333332,54.1,2372,dohc,six,152,spdi,3.62,2.19,9.2,68.0,5000.0,37,28,23875.0,12.36842105263158,Medium,0,1
0,102,subaru,turbo,two,sedan,fwd,front,97.0,0.8966842864007688,0.95,51.6,3016,rotor,eight,194,idi,3.78,2.9,9.3,110.0,5000.0,19,34,7463.0,10.217391304347826,Low,0,1
-2,122,volvo,turbo,four,sedan,rwd,front,94.5,0.8294089380105718,0.95,50.6,2460,ohc,four,156,mpfi,3.74,3.35,9.3,184.0,5200.0,20,41,5118.0,7.580645161290323,Medium,0,0
0,103,nissan,std,four,hatchback,rwd,front,94.5,0.7645362806343105,0.8833333333333333,50.8,3285,ohc,four,90,mpfi,3.43,3.58,8.3,200.0,4350.0,24,30,6189.0,10.217391304347826,Medium,1,1
0,161,mercedes-benz,turbo,four,sedan,fwd,front,88.6,0.9010091302258528,0.9222222222222224,55.1,2328,ohcf,four,132,mpfi,3.27,3.4,9.0,175.0,5250.0,31,25,6529.0,12.36842105263158,Medium,0,1
-1,106,mitsubishi,turbo,two,wagon,fwd,front,93.7,0.8294089380105718,0.8944444444444445,54.5,3740,ohc,four,122,1bbl,3.8,3.52,8.7,68.0,6000.0,24,37,15250.0,14.6875,Low,0,1
1,91,volvo,std,four,hatchback,fwd,front,91.3,0.8495915425276309,0.8972222222222221,56.5,1890,dohc,six,92,idi,3.46,3.46,9.4,123.0,5500.0,16,38,9538.0,15.666666666666664,Medium,0,1
0,94,mazda,std,four,sedan,fwd,front,94.5,0.8265257087938491,0.9430555555555556,54.9,2372,ohc,four,98,mpfi,3.17,3.19,9.4,145.0,4800.0,24,28,10945.0,12.36842105263158,Medium,0,1
